,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location,year,month
603867,29909735,02/10/2015 01:09:19 PM,02/10/2015 01:53:14 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11223.0,2232 MCDONALD AVENUE,MCDONALD AVENUE,SLOAN PLACE,WHITNEY PLACE,,,ADDRESS,BROOKLYN,Precinct,Closed,02/10/2015 09:09:19 PM,The Police Department responded to the complaint and took action to fix the condition.,02/10/2015 01:53:14 PM,11 BROOKLYN,BROOKLYN,991720.0,157158.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59803551307547,-73.9731009433821,"(40.598035513075, -73.973100943382)",2015,2
245291,38344954,01/30/2018 09:30:20 AM,02/04/2018 02:09:16 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10451.0,835 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,02/04/2018 02:09:16 AM,04 BRONX,BRONX,1005092.0,240301.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82622166696408,-73.92469173587911,"(40.826221666964, -73.924691735879)",2018,1
839541,35594201,02/27/2017 07:06:00 PM,03/04/2017 12:00:00 PM,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10305.0,,,,,SAND LANE,OCEANSIDE AVENUE,INTERSECTION,STATEN ISLAND,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/04/2017 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,965499.0,154723.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.591335242038795,-74.06751454402588,"(40.591335242039, -74.067514544026)",2017,2
307837,38253422,01/18/2018 08:52:32 PM,01/19/2018 08:47:31 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10304,225 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/19/2018 08:47:31 AM,01 STATEN ISLAND,STATEN ISLAND,961334.0,162928.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.613846498921006,-74.0825388036525,"(40.613846498921, -74.082538803652)",2018,1
195590,34472144,10/05/2016 02:20:37 PM,10/17/2016 09:42:11 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10451.0,281 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/17/2016 09:42:11 AM,01 BRONX,BRONX,1005895.0,236996.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.817148448585854,-73.92180092337647,"(40.817148448586, -73.921800923376)",2016,10
409103,36727463,07/18/2017 10:03:49 AM,07/19/2017 12:16:14 PM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10469.0,1151 ASTOR AVENUE,ASTOR AVENUE,HERING AVENUE,TENBROECK AVENUE,,,ADDRESS,BRONX,,Closed,07/28/2017 10:03:49 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,07/19/2017 12:16:14 PM,11 BRONX,BRONX,1024691.0,252549.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8597708053236,-73.8538010330787,"(40.859770805324, -73.853801033079)",2017,7
329147,38063931,12/30/2017 12:56:17 AM,12/30/2017 05:50:38 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032.0,1238 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,12/30/2017 05:50:38 PM,12 MANHATTAN,MANHATTAN,1001431.0,246627.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84359258578996,-73.93790379522149,"(40.84359258579, -73.937903795221)",2017,12
842574,35774477,03/23/2017 03:13:15 AM,03/24/2017 08:51:14 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11208.0,206 HALE AVENUE,HALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/24/2017 08:51:14 AM,05 BROOKLYN,BROOKLYN,1017551.0,187093.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68014118971424,-73.87993726789998,"(40.680141189714, -73.8799372679)",2017,3
507380,35218824,01/10/2017 01:27:03 PM,01/12/2017 02:26:11 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,2195 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/12/2017 02:26:11 AM,05 BRONX,BRONX,1011631.0,251055.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85572039168448,-73.90102052066703,"(40.855720391684, -73.901020520667)",2017,1
270329,32748992,02/22/2016 03:21:10 PM,02/22/2016 03:21:10 PM,DOT,Department of Transportation,Street Condition,Pothole,,11219.0,1114 51 STREET,51 STREET,11 AVENUE,12 AVENUE,,,ADDRESS,BROOKLYN,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/22/2016 03:21:10 PM,12 BROOKLYN,BROOKLYN,985043.0,171071.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.636226925076926,-73.99714281667116,"(40.636226925077, -73.997142816671)",2016,2
641613,36732568,07/18/2017 07:30:00 AM,07/18/2017 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11212.0,475 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WILLMOHR ST,CHURCH AVE,,,ADDRESS,BROOKLYN,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,07/18/2017 09:45:00 AM,17 BROOKLYN,BROOKLYN,1007785.0,178539.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65669373104837,-73.91517723798913,"(40.656693731048, -73.915177237989)",2017,7
709937,36083761,05/03/2017 12:09:02 AM,05/03/2017 04:07:07 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11375.0,62-07 APEX PLACE,APEX PLACE,62 DRIVE,63 AVENUE,,,ADDRESS,FOREST HILLS,Precinct,Closed,05/03/2017 08:09:02 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,05/03/2017 04:07:07 AM,06 QUEENS,QUEENS,1025212.0,207146.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.735149717924585,-73.8521945138402,"(40.735149717925, -73.85219451384)",2017,5
852040,23364639,06/05/2012 05:31:00 PM,06/08/2012 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11373.0,83-04 PETTIT AVENUE,PETTIT AVENUE,JUDGE STREET,ITHACA STREET,,,ADDRESS,ELMHURST,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/08/2012 12:00:00 PM,04 QUEENS,QUEENS,1016815.0,210844.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74533470277822,-73.8824759372575,"(40.745334702778, -73.882475937257)",2012,6
244317,37435113,10/15/2017 05:33:15 PM,10/16/2017 06:50:32 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472.0,1135 BOYNTON AVENUE,BOYNTON AVENUE,,,,,ADDRESS,BRONX,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/16/2017 06:50:32 PM,09 BRONX,BRONX,1018034.0,240702.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.827282276271454,-73.87792652053687,"(40.827282276271, -73.877926520537)",2017,10
814642,35150886,01/02/2017 09:40:00 PM,01/04/2017 10:14:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11379.0,84-11 60 ROAD,60 ROAD,84 ST,85 ST,,,ADDRESS,Middle Village,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/04/2017 10:14:00 AM,05 QUEENS,QUEENS,1018946.0,204803.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72874556452143,-73.87481652212328,"(40.728745564521, -73.874816522123)",2017,1
768637,38913523,04/11/2018 08:33:00 AM,04/11/2018 02:39:02 PM,NYPD,New York City Police Department,Noise,Banging/Pounding,Residential Building/House,10452.0,1505 GRAND CONCOURSE,GRAND CONCOURSE,EAST 172 STREET,ROCKWOOD STREET,,,ADDRESS,BRONX,Precinct,Closed,04/11/2018 04:33:00 PM,The Police Department responded to the complaint and took action to fix the condition.,04/11/2018 02:39:02 PM,04 BRONX,BRONX,1008430.0,245772.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84122947033232,-73.9126108481007,"(40.841229470332, -73.912610848101)",2018,4
406467,37154763,09/12/2017 12:11:02 AM,09/12/2017 01:52:50 AM,NYPD,New York City Police Department,Noise,Loud Talking,Street/Sidewalk,11217.0,458 STATE STREET,STATE STREET,NEVINS STREET,3 AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,09/12/2017 08:11:02 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/12/2017 01:52:50 AM,02 BROOKLYN,BROOKLYN,989299.0,189403.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68654281308567,-73.98179469848421,"(40.686542813086, -73.981794698484)",2017,9
606612,32019064,11/18/2015 09:51:43 AM,11/19/2015 08:12:20 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11206.0,54 TOMPKINS AVENUE,TOMPKINS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,11/19/2015 08:12:20 PM,03 BROOKLYN,BROOKLYN,999004.0,193523.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6978404026137,-73.94679212733746,"(40.697840402614, -73.946792127337)",2015,11
834972,31671513,10/03/2015 11:47:05 AM,10/14/2015 12:45:07 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10467.0,2701 BARKER AVENUE,BARKER AVENUE,,,,,ADDRESS,BRONX,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,10/14/2015 12:45:07 PM,11 BRONX,BRONX,1020444.0,254657.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86557505568892,-73.86914302881972,"(40.865575055689, -73.86914302882)",2015,10
807515,32036465,11/21/2015 03:23:41 AM,11/21/2015 05:15:45 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233.0,372 STUYVESANT AVENUE,STUYVESANT AVENUE,MAC DONOUGH STREET,DECATUR STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,11/21/2015 11:23:41 AM,The Police Department issued a summons in response to the complaint.,11/21/2015 05:15:45 AM,03 BROOKLYN,BROOKLYN,1003149.0,187723.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.681912861011405,-73.93186014307507,"(40.681912861011, -73.931860143075)",2015,11
582070,28796094,09/01/2014 08:43:42 PM,09/01/2014 11:21:29 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11206.0,721 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,09/02/2014 04:43:42 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2014 11:21:29 PM,03 BROOKLYN,BROOKLYN,1000950.0,192476.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69496317326789,-73.93977679659865,"(40.694963173268, -73.939776796599)",2014,9
356040,33042636,04/02/2016 05:36:00 AM,04/02/2016 05:52:45 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368.0,34-01 106 STREET,106 STREET,34 AVENUE,37 AVENUE,,,ADDRESS,CORONA,Precinct,Closed,04/02/2016 01:36:00 PM,The Police Department responded to the complaint and determined that police action was not necessary.,04/02/2016 05:52:45 AM,03 QUEENS,QUEENS,1022364.0,214640.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75573157636158,-73.86242862687364,"(40.755731576362, -73.862428626874)",2016,4
869313,37290568,09/27/2017 09:02:40 AM,10/07/2017 09:28:28 AM,HPD,Department of Housing Preservation and Development,Sanitation,MOLD,RESIDENTIAL BUILDING,10458.0,348 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,,,,,ADDRESS,BRONX,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/07/2017 09:28:28 AM,07 BRONX,BRONX,1016899.0,256359.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.870260346327726,-73.88195142880076,"(40.870260346328, -73.881951428801)",2017,9
461673,36880117,08/06/2017 02:22:33 AM,08/06/2017 04:47:48 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11233.0,169 ROCKAWAY AVENUE,ROCKAWAY AVENUE,HERKIMER STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,08/06/2017 10:22:33 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/06/2017 04:47:48 AM,16 BROOKLYN,BROOKLYN,1008976.0,185917.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67694144367083,-73.9108576840393,"(40.676941443671, -73.910857684039)",2017,8
823902,26728938,11/21/2013 07:25:00 PM,11/27/2013 06:30:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10016.0,200 EAST   32 STREET,EAST   32 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/27/2013 06:30:00 PM,06 MANHATTAN,MANHATTAN,990147.0,210442.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.744289307079065,-73.97871861439347,"(40.744289307079, -73.978718614393)",2013,11
807909,30497907,04/28/2015 11:10:27 AM,04/28/2015 11:10:56 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,,2015,4
328236,36287082,05/26/2017 09:59:49 AM,05/26/2017 05:50:29 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231.0,317 COLUMBIA STREET,COLUMBIA STREET,WOODHULL STREET,BEND,,,ADDRESS,BROOKLYN,Precinct,Closed,05/26/2017 05:59:49 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,05/26/2017 05:50:29 PM,06 BROOKLYN,BROOKLYN,983029.0,187555.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.681471830578005,-74.00440225444281,"(40.681471830578, -74.004402254443)",2017,5
522461,29945286,02/14/2015 02:22:00 PM,02/20/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11211.0,313 GRAHAM AVENUE,GRAHAM AVENUE,AINSLIE STREET,DEVOE STREET,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,,The Department of Sanitation picked up the items. Earlier pickup was prevented by snow.,02/20/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,999712.0,199229.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71350081588447,-73.94422574042945,"(40.713500815884, -73.944225740429)",2015,2
594566,36882379,08/06/2017 02:29:31 AM,08/06/2017 02:50:08 AM,NYPD,New York City Police Department,Noise,Car/Truck Music,Street/Sidewalk,11208.0,162 ATKINS AVENUE,ATKINS AVENUE,GLENMORE AVENUE,PITKIN AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,08/06/2017 10:29:31 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/06/2017 02:50:08 AM,05 BROOKLYN,BROOKLYN,1017771.0,185263.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67511742769652,-73.87915318768779,"(40.675117427697, -73.879153187688)",2017,8
574927,37716168,11/16/2017 03:38:46 AM,11/16/2017 05:28:12 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Club/Bar/Restaurant,11385.0,60-07 METROPOLITAN AVENUE,METROPOLITAN AVENUE,60 STREET,60 STREET,,,ADDRESS,RIDGEWOOD,Precinct,Closed,11/16/2017 11:38:46 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/16/2017 05:28:12 AM,05 QUEENS,QUEENS,1010537.0,199011.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.712876917887094,-73.90517886267486,"(40.712876917887, -73.905178862675)",2017,11
232887,20835907,07/14/2011 01:55:00 PM,07/16/2011 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation,15 Street Cond/Dump-Out/Drop-Off,Street,11204.0,1616 61 STREET,61 STREET,16 AVENUE,17 AVENUE,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,07/16/2011 12:00:00 PM,11 BROOKLYN,BROOKLYN,986496.0,166571.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6238751257496,-73.99190914730976,"(40.62387512575, -73.99190914731)",2011,7
236386,20591546,06/07/2011 11:16:00 AM,06/18/2011 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11214.0,8008 18 AVENUE,18 AVENUE,80 STREET,81 STREET,,,ADDRESS,BROOKLYN,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/18/2011 12:00:00 PM,11 BROOKLYN,BROOKLYN,984525.0,161663.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61040396391079,-73.99900955676554,"(40.610403963911, -73.999009556766)",2011,6
875003,28322682,06/23/2014 08:23:45 PM,06/23/2014 08:24:17 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,Address Outside of NYC,,,,,,,,,,,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,,2014,6
59697,32353790,01/06/2016 04:27:54 PM,01/07/2016 08:38:34 AM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10003.0,,,,,EAST   13 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Closed,,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,01/07/2016 08:38:34 AM,03 MANHATTAN,MANHATTAN,987664.0,206184.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73260345960461,-73.98768154851247,"(40.732603459605, -73.987681548512)",2016,1
450205,38600195,03/03/2018 02:33:05 AM,03/06/2018 02:08:15 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025.0,509 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,,,,,ADDRESS,NEW YORK,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,03/06/2018 02:08:15 AM,09 MANHATTAN,MANHATTAN,994078.0,231925.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.803251012914096,-73.96450080922399,"(40.803251012914, -73.964500809224)",2018,3
892829,29916743,02/11/2015 09:27:00 AM,02/12/2015 12:00:00 PM,DSNY,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10304.0,10 WILSON TERRACE,WILSON TERRACE,BEND,WILSON VIEW PLACE,,,ADDRESS,STATEN ISLAND,DSNY Garage,Closed,,"The Department of Sanitation picked up the items. Due to conditions or operational needs, service was rescheduled.",02/12/2015 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,958272.0,159790.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60522488953567,-74.09355543011789,"(40.605224889536, -74.093555430118)",2015,2
777557,34826971,11/21/2016 12:05:43 PM,11/25/2016 09:27:14 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11233.0,2313 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,11/25/2016 09:27:14 AM,16 BROOKLYN,BROOKLYN,1009413.0,185374.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.675449800520866,-73.90928423758726,"(40.675449800521, -73.909284237587)",2016,11
887432,33307530,05/08/2016 09:29:02 PM,05/08/2016 11:35:39 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11237.0,318 SUYDAM STREET,SUYDAM STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,05/09/2016 05:29:02 AM,The Police Department responded to the complaint and took action to fix the condition.,05/08/2016 11:35:39 PM,04 BROOKLYN,BROOKLYN,1005694.0,195480.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70319822548287,-73.92265952279234,"(40.703198225483, -73.922659522792)",2016,5
